label,text
spam,marvel mobile play the official ultimate spiderman game ãâ on ur mobile right now text spider to  for the game  we ll send u a free ball wallpaper
ham,so why didnt you holla
spam,little package  requires address confirmation update information at url
spam,freemsgfav xmas tonesreply real
ham,we are okay going to sleep now later
spam,urgent last weekends draw shows that you have won ãâ cash or a spanish holiday call now phone to claim tc rstm sw ss ppm
ham,want to finally have lunch today
spam,little   package  requires customs clearance update information at littleredirectcomidefcfdabce
ham,oops  am at my mums in somerset bit far back tomo see you soon x
spam,gov  department of treasury social security administration little  approved energy subsidy housing grant pandemic relief of  validate until little url
ham,r ã_ comin back for dinner
spam,irs alert state tax office medicare services little  approved energy subsidy housing grant pandemic relief of  claim by little lttlecom
spam,little  package  requires customs clearance track at littleredirectnet
spam,account notification   charge from account  little lttlecom
spam,little  package  requires customs clearance confirm via lttlecom
ham,yep by the pretty sculpture
ham,and is there a way you can send shades stuff to her and she has been wonderful too
ham,o i played smash bros  ltgt  religiously
spam,little package  requires customs clearance update information at littleredirectcom
ham,no got new job at bar in airport on satsgettin per hour but means no lie in keep in touch
ham,yeah probably i still gotta check out with leo
spam,fraud warning   charge from account  little littleinfo
spam,irs  alert state tax office medicare services little  approved energy subsidy housing grant pandemic relief of  secure your little littleredirectnetiddebbfdafaaeaa
ham,and hows your husband
ham,wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it
spam,little package  requires customs clearance update information at littlenet
ham,yup izzit still raining heavily cos im in e mrt i cant c outside
ham,all e best  ur exam later
spam,freeday sexy st georges day pic of jordantxt pic to  dont miss out then every wk a saucy celeb more pics c pocketbabecouk phone ãâwk
ham,hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom
spam,new tones this week include mcflyall ab  sara jorgeshock  will smithswitch to order follow instructions on next message
ham,why de you looking good only
ham,lol i would but despite these cramps i like being a girl
ham,goodmorning today i am late for  ltdecimalgt min
spam,little package  requires payment verification confirm via littleredirectnet
spam,account  notification   payment from account  little littlecom
ham,be sure to check your yahoo email we sent photos yesterday
ham,i want to send something that can sell fast  ltgt k is not easy money
spam,little package  requires customs clearance track at url
ham,just hopeing that wasnâããt too pissed up to remember and has gone off to his sisters or something
ham,cramps stopped going back to sleep
spam,gov department of treasury social security administration little pending tax refund stimulus check child tax credit of  secure your little littleredirectcomidbbaafefe
spam,little  package  requires customs clearance confirm via littleredirectnetiddadbfeaaffed
ham,pls dont forget to study
