type,text
spam,fraud warning => $164 charge from account ****4541. little little-redirect.net?id=dc1e6bd4-cb04-44ac-b9ed-81f3c3eac8f1
ham,oh ic. i thought you meant mary jane.
ham,pleassssssseeeeee tel me v avent done sportsx
ham,yes. it's all innocent fun. o:-)
ham,"finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to \drink\"". . . but don't \""drive \"""""
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $697. secure your little: l1ttle.net"
ham,call me when u finish then i come n pick u.
spam,little!  package ##274647 requires payment verification. update information at little-redirect.net
spam,urgent - $129 withdrawal from account ****9701. little [URL]
ham,"\hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx\"""""
spam,"freemsg hey u, i just got 1 of these video/pic fones, reply wild to this txt & ill send u my pics, hurry up im so bored at work xxx (18 150p/rcvd stop2stop)"
ham,mm so you asked me not to call radio
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $865. claim by little: l1ttle.com"
ham,dont let studying stress you out. l8r.
spam,"[('gov', 'department of treasury', 'social security administration')] little - approved ('tax refund', 'stimulus check', 'child tax credit') of $174. respond before little: l1ttle.com"
spam,little => package ##968735 requires address confirmation. track at l1ttle.net
spam,security alert => $$956 payment from account ****$9234. little little-redirect.net?id=$222c$3d$9d-eec$0-$47ef-aaa$8-$01fe$545c$59c$9
spam,security alert - $983 withdrawal from account ****7023. little [URL]
ham,so wat's da decision?
spam,ree entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply [PHONE] for details 18+
spam,little - package ##899042 requires customs clearance. track at [URL]
ham,ìï collecting ur laptop then going to configure da settings izzit?
ham,did you stitch his trouser
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! approved ('energy subsidy', 'housing grant', 'pandemic relief') of $475. claim by little: little[.]info"
ham,u having lunch alone? i now so bored...
ham,already am squatting is the new way of walking
spam,account  notification! $523 payment from account ****2325. little little[.]com
spam,security alert => $883 payment from account ****4789. little little-redirect.com
spam,urgent => $$366 transfer from account ****$5337. little [URL]
spam,"[('gov',  'department of treasury', 'social security administration')] little => unaccessed ('energy subsidy', 'housing grant', 'pandemic relief') of $$219. claim by little: little-redirect.net?id=$64a$205f$0-e$2c$5-$4025-$8bb$5-$152548f$55a$94"
ham,go where n buy? juz buy when we get there lar.
ham,wat time r ì_ going to xin's hostel?
ham,lol yeah at this point i guess not
spam,security  alert => $$318 payment from account ****$4086. little little-redirect.net
spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. [PHONE] rpl stop 2 cnl
spam,urgent => $$670 charge from account ****$2953. little l$1ttle.net
spam,the current leading bid is 151. to pause this auction send out. customer care: [PHONE]
ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
spam,"your chance to be on a reality fantasy show call now = [PHONE] just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call"
ham,u should make a fb list
ham,"nothing, i got msg frm tht unknown no.."
ham,excellent! are you ready to moan and scream in ecstasy?
ham,"jay told me already, will do"
ham,i wanna watch that movie
spam,little - package ##374666 requires payment verification. track at little-redirect.net?id=5e38115c-9ec7-469a-9b25-b768e74e882b
spam,urgent!  $$641 withdrawal from account ****$7181. little little[.]com
ham,(you didn't hear it from me)
ham,"what are you doing in langport? sorry, but i'll probably be in bed by 9pm. it sucks being ill at xmas! when do you and go2sri lanka?"
spam,little! package ##782640 requires address confirmation. confirm via l1ttle.com
spam,little!  package ##102424 requires address confirmation. update information at [URL]
ham,ok then i'll let him noe later n ask him call u tmr...
ham,i'll talk to the others and probably just come early tomorrow then
spam,urgent  => $561 transfer from account ****2528. little l1ttle.com
ham,yup he msg me: is tat yijue? then i tot it's my group mate cos we meeting today mah... i'm askin if ì_ leaving earlier or wat mah cos mayb ì_ haf to walk v far...
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $897. secure your little: little-redirect.com"
ham,re your call; you didn't see my facebook huh?
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $868. respond before little: [URL]"
spam,u are subscribed to the best mobile content service in the uk for å£3 per ten days until you send stop to 83435. helpline [PHONE].
ham,see you there!
spam,little - package ##218321 requires payment verification. update information at [URL]
spam,account notification! $$959 withdrawal from account ****$8840. little l$1ttle.net
ham,is she replying. has boye changed his phone number
spam,account notification => $341 charge from account ****1375. little l1ttle.net
spam,security alert => $874 payment from account ****3317. little l1ttle.net
ham,sent me ur email id soon
spam,urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call [PHONE] from land line. claim 3030. valid 12hrs only 150ppm
ham,howz pain.it will come down today.do as i said ystrday.ice and medicine.
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('energy subsidy', 'housing grant', 'pandemic relief') of $657. secure your little: little-redirect.com"
spam,little => package ##$297298 requires payment verification. confirm via little-redirect.net?id=$4b$0cfe$31-f$82b-$4676-b$078-$4569390b$86fd
ham,whats the staff name who is taking class for us?
ham,are you willing to go for apps class.
ham,carlos says we can pick up from him later so yeah we're set
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - approved ('energy subsidy', 'housing grant', 'pandemic relief') of $259. claim by little: little-redirect.com"
spam,account notification! $$358 payment from account ****$1068. little little-redirect.net?id=d$6de$34f$4-$1bd$4-$4b$35-$9baa-$64dbdaf$096dc
ham,bishan lar nearer... no need buy so early cos if buy now i gotta park my car...
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$194. secure your little: l$1ttle.com"
ham,y dun cut too short leh. u dun like ah? she failed. she's quite sad.
ham,thanks  and ! or bomb and date as my phone wanted to say!
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('energy subsidy', 'housing grant', 'pandemic relief') of $$202. respond before little: little[.]com"
spam,"[('gov', 'department of treasury', 'social security administration')] little! approved ('tax refund', 'stimulus check', 'child tax credit') of $$746. validate until little: l$1ttle.com"
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little! pending ('tax refund', 'stimulus check', 'child tax credit') of $973. claim by little: l1ttle.com"
spam,"[('gov', 'department of treasury', 'social security administration')] little => unsecureed ('energy subsidy', 'housing grant', 'pandemic relief') of $575. respond before little: little-redirect.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $$751. secure your little: [URL]"
spam,"[('gov',  'department of treasury', 'social security administration')] little - overdue ('tax refund', 'stimulus check', 'child tax credit') of $$616. claim by little: little-redirect.net?id=$3a$2b$5880-bda$7-$41ea-$8751-a$6bb$4ebc$457a"
ham,i'll probably be around mu a lot
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $152. respond before little: [URL]"
ham,"hey there! glad u r better now. i hear u treated urself to a digi cam, is it good? we r off at 9pm. have a fab new year, c u in coupla wks!"
ham,i'm really not up to it still tonight babe
ham,sorry i'm not free...
spam,little => package ##$214707 requires address confirmation. track at l$1ttle.com
spam,security alert - $912 charge from account ****6801. little [URL]
ham,leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh
spam,"loan for any purpose å£500 - å£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
ham,does not operate after  &lt;#&gt;  or what
spam,little - package ##397003 requires address confirmation. track at little-redirect.com
ham,hey whats up? u sleeping all morning?
ham,mm yes dear look how i am hugging you both. :-p
ham,well welp is sort of a semiobscure internet thing
spam,security alert - $567 payment from account ****3842. little l1ttle.net
ham,lol for real. she told my dad i have cancer
ham,pls go ahead with watts. i just wanted to be sure. do have a great weekend. abiola
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$586. secure your little: little[.]com"
ham,cheers for the message zogtorius. iåõve been staring at my phone for an age deciding whether to text or not.
